transaction_id,account_id,description,category,amount,direction,transaction_date,posted_at
1472,1,Part-time Staff,Salaries,5845,outflow,12/15/2022 0:00,12/15/2022 0:00
1473,2,Gas Bill,Utilities,5581,outflow,12/17/2022 0:00,12/17/2022 0:00
1474,1,Marketing Materials,Marketing,21771,outflow,12/18/2022 0:00,12/18/2022 0:00
1475,3,Internet Service,Utilities,9323,outflow,12/20/2022 0:00,12/20/2022 0:00
1476,3,Raw Materials,Supplies,32433,outflow,12/21/2022 0:00,12/21/2022 0:00
1477,3,Office Supplies,Supplies,5072,outflow,12/21/2022 0:00,12/21/2022 0:00
1478,4,Executive Pay,Salaries,10160,outflow,12/22/2022 0:00,12/22/2022 0:00
1479,1,Customer Transfer,Revenue,8287,inflow,12/22/2022 0:00,12/22/2022 0:00
1480,3,Legal Fees,Miscellaneous,14328,outflow,12/23/2022 0:00,12/23/2022 0:00
1481,2,Product Stock,Inventory,7555,outflow,12/23/2022 0:00,12/23/2022 0:00
1482,1,Warehouse Lease,Rent,13268,outflow,12/25/2022 0:00,12/25/2022 0:00
1483,3,DSTV Subscription,Utilities,5898,outflow,12/25/2022 0:00,12/25/2022 0:00
1484,4,Wholesale Goods,Inventory,60330,outflow,12/26/2022 0:00,12/26/2022 0:00
1485,4,Showroom Rent,Rent,20147,outflow,12/26/2022 0:00,12/26/2022 0:00
1486,4,Marketplace Sale,Revenue,47616,inflow,12/27/2022 0:00,12/27/2022 0:00
1487,3,Factory Rent,Rent,13764,outflow,12/29/2022 0:00,12/29/2022 0:00
1488,1,Cleaning Staff Pay,Salaries,35959,outflow,12/30/2022 0:00,12/30/2022 0:00
1489,3,Customer Transfer,Revenue,20431,inflow,1/2/2023 0:00,1/2/2023 0:00
1490,4,Stock Replenishment,Supplies,8177,outflow,1/2/2023 0:00,1/2/2023 0:00
1491,1,Product Launch Event,Marketing,38101,outflow,1/3/2023 0:00,1/3/2023 0:00
1492,2,Equipment Purchase,Supplies,11510,outflow,1/4/2023 0:00,1/4/2023 0:00
1493,2,Cleaning Supplies,Supplies,38697,outflow,1/4/2023 0:00,1/4/2023 0:00
1494,2,Vendor Purchase,Inventory,76357,outflow,1/4/2023 0:00,1/4/2023 0:00
1495,4,IT Staff Payment,Salaries,40881,outflow,1/4/2023 0:00,1/4/2023 0:00
1496,3,Tax Payment,Miscellaneous,24660,outflow,1/5/2023 0:00,1/5/2023 0:00
1497,4,Card Payment,Revenue,96502,inflow,1/5/2023 0:00,1/5/2023 0:00
1498,3,Gas Bill,Utilities,10373,outflow,1/6/2023 0:00,1/6/2023 0:00
1499,2,Tools & Hardware,Supplies,46124,outflow,1/7/2023 0:00,1/7/2023 0:00
1500,3,Goods Received,Inventory,47383,outflow,1/8/2023 0:00,1/8/2023 0:00
1501,3,Wholesale Order,Revenue,39122,inflow,1/8/2023 0:00,1/8/2023 0:00
1502,4,Donation,Miscellaneous,28578,outflow,1/8/2023 0:00,1/8/2023 0:00
1503,4,Brand Campaign,Marketing,9748,outflow,1/9/2023 0:00,1/9/2023 0:00
1504,3,Equipment Repair,Miscellaneous,17205,outflow,1/9/2023 0:00,1/9/2023 0:00
1505,1,Penalty Fee,Miscellaneous,5923,outflow,1/12/2023 0:00,1/12/2023 0:00
1506,3,Co-working Space Fee,Rent,10989,outflow,1/12/2023 0:00,1/12/2023 0:00
1507,3,Refund Received,Revenue,86060,inflow,1/14/2023 0:00,1/14/2023 0:00
1508,2,Kitchen Supplies,Supplies,36393,outflow,1/14/2023 0:00,1/14/2023 0:00
1509,3,Instagram Promotion,Marketing,4063,outflow,1/15/2023 0:00,1/15/2023 0:00
1510,1,Building Rent,Rent,18670,outflow,1/16/2023 0:00,1/16/2023 0:00
1511,1,Card Payment,Revenue,55442,inflow,1/16/2023 0:00,1/16/2023 0:00
1512,3,IT Staff Payment,Salaries,49651,outflow,1/17/2023 0:00,1/17/2023 0:00
1513,1,Freelancer Payment,Salaries,50488,outflow,1/19/2023 0:00,1/19/2023 0:00
1514,2,Showroom Rent,Rent,23218,outflow,1/19/2023 0:00,1/19/2023 0:00
1515,3,Parts & Components,Supplies,16154,outflow,1/20/2023 0:00,1/20/2023 0:00
1516,3,Utility Bills,Utilities,9018,outflow,1/20/2023 0:00,1/20/2023 0:00
1517,3,Building Maintenance Fee,Utilities,7502,outflow,1/20/2023 0:00,1/20/2023 0:00
1518,1,Cash Sale,Revenue,72919,inflow,1/20/2023 0:00,1/20/2023 0:00
1519,3,Telephone Bill,Utilities,12786,outflow,1/21/2023 0:00,1/21/2023 0:00
1520,1,DSTV Subscription,Utilities,8553,outflow,1/21/2023 0:00,1/21/2023 0:00
1521,3,Retail Inventory,Inventory,31547,outflow,1/21/2023 0:00,1/21/2023 0:00
1522,1,TV Commercial,Marketing,34396,outflow,1/22/2023 0:00,1/22/2023 0:00
1523,3,Card Payment,Revenue,21959,inflow,1/25/2023 0:00,1/25/2023 0:00
1524,3,Trade Show Booth,Marketing,15665,outflow,1/25/2023 0:00,1/25/2023 0:00
1525,3,Travel Expenses,Miscellaneous,27670,outflow,1/26/2023 0:00,1/26/2023 0:00
1526,3,Product Launch Event,Marketing,19346,outflow,1/26/2023 0:00,1/26/2023 0:00
1527,1,Customs Duty,Miscellaneous,1578,outflow,1/28/2023 0:00,1/28/2023 0:00
1528,2,Shop Rent,Rent,22871,outflow,1/28/2023 0:00,1/28/2023 0:00
1529,3,Energy Cost,Utilities,6538,outflow,1/29/2023 0:00,1/29/2023 0:00
1530,4,Influencer Partnership,Marketing,36757,outflow,1/29/2023 0:00,1/29/2023 0:00
1531,4,License Renewal,Miscellaneous,13825,outflow,1/30/2023 0:00,1/30/2023 0:00
1532,3,Goods Acquisition,Inventory,36884,outflow,1/30/2023 0:00,1/30/2023 0:00
1533,1,Heating Bill,Utilities,9325,outflow,1/31/2023 0:00,1/31/2023 0:00
1534,1,Shop Rent,Rent,13169,outflow,1/31/2023 0:00,1/31/2023 0:00
1535,4,Marketplace Sale,Revenue,88096,inflow,1/31/2023 0:00,1/31/2023 0:00
1536,3,Cash Sale,Revenue,53870,inflow,2/1/2023 0:00,2/1/2023 0:00
1537,4,Consumables,Supplies,38795,outflow,2/2/2023 0:00,2/2/2023 0:00
1538,4,Utility Bills,Utilities,10566,outflow,2/3/2023 0:00,2/3/2023 0:00
1539,3,Wholesale Purchase,Supplies,29209,outflow,2/5/2023 0:00,2/5/2023 0:00
1540,3,Packaging Materials,Supplies,44784,outflow,2/5/2023 0:00,2/5/2023 0:00
1541,3,Air Conditioning Cost,Utilities,8791,outflow,2/5/2023 0:00,2/5/2023 0:00
1542,4,Tools & Hardware,Supplies,10919,outflow,2/6/2023 0:00,2/6/2023 0:00
1543,4,POS Transaction,Revenue,4056,inflow,2/7/2023 0:00,2/7/2023 0:00
1544,1,Legal Fees,Miscellaneous,2624,outflow,2/7/2023 0:00,2/7/2023 0:00
1545,3,Co-working Space Fee,Rent,20902,outflow,2/8/2023 0:00,2/8/2023 0:00
1546,2,Project Payment,Revenue,52267,inflow,2/8/2023 0:00,2/8/2023 0:00
1547,1,Bank Transfer In,Revenue,75295,inflow,2/9/2023 0:00,2/9/2023 0:00
1548,2,Commission Earned,Revenue,91188,inflow,2/9/2023 0:00,2/9/2023 0:00
1549,4,Heating Bill,Utilities,4888,outflow,2/9/2023 0:00,2/9/2023 0:00
1550,3,Storage Unit Rent,Rent,18547,outflow,2/9/2023 0:00,2/9/2023 0:00
1551,2,Inventory Restock,Inventory,46528,outflow,2/9/2023 0:00,2/9/2023 0:00
1552,1,Goods Acquisition,Inventory,57213,outflow,2/10/2023 0:00,2/10/2023 0:00
1553,1,DSTV Subscription,Utilities,7495,outflow,2/10/2023 0:00,2/10/2023 0:00
1554,3,Commercial Space Rent,Rent,14737,outflow,2/12/2023 0:00,2/12/2023 0:00
1555,3,Monthly Office Lease,Rent,16844,outflow,2/12/2023 0:00,2/12/2023 0:00
1556,2,Building Rent,Rent,24464,outflow,2/12/2023 0:00,2/12/2023 0:00
1557,4,DSTV Subscription,Utilities,3116,outflow,2/14/2023 0:00,2/14/2023 0:00
1558,1,Office Supplies,Supplies,17840,outflow,2/14/2023 0:00,2/14/2023 0:00
1559,2,Sponsorship Fee,Marketing,14201,outflow,2/14/2023 0:00,2/14/2023 0:00
1560,1,Driver Salary,Salaries,24752,outflow,2/16/2023 0:00,2/16/2023 0:00
1561,4,Raw Materials,Supplies,17254,outflow,2/16/2023 0:00,2/16/2023 0:00
1562,1,Water Bill,Utilities,14894,outflow,2/17/2023 0:00,2/17/2023 0:00
1563,1,Showroom Rent,Rent,23030,outflow,2/18/2023 0:00,2/18/2023 0:00
1564,1,Equipment Purchase,Supplies,23274,outflow,2/18/2023 0:00,2/18/2023 0:00
1565,4,Kitchen Supplies,Supplies,34736,outflow,2/19/2023 0:00,2/19/2023 0:00
1566,4,Air Conditioning Cost,Utilities,2869,outflow,2/20/2023 0:00,2/20/2023 0:00
1567,2,Client Invoice Payment,Revenue,40162,inflow,2/21/2023 0:00,2/21/2023 0:00
1568,1,Trade Show Booth,Marketing,28000,outflow,2/21/2023 0:00,2/21/2023 0:00
1569,2,DSTV Subscription,Utilities,5104,outflow,2/22/2023 0:00,2/22/2023 0:00
1570,3,Training Workshop,Miscellaneous,7056,outflow,2/23/2023 0:00,2/23/2023 0:00
1571,1,Monthly Payroll,Salaries,26920,outflow,2/23/2023 0:00,2/23/2023 0:00
1572,1,SEO Services,Marketing,30175,outflow,2/23/2023 0:00,2/23/2023 0:00
1573,3,Content Marketing,Marketing,28169,outflow,2/24/2023 0:00,2/24/2023 0:00
1574,3,PR Services,Marketing,9391,outflow,2/24/2023 0:00,2/24/2023 0:00
1575,1,Customer Transfer,Revenue,58680,inflow,2/25/2023 0:00,2/25/2023 0:00
1576,1,Wholesale Order,Revenue,13262,inflow,2/26/2023 0:00,2/26/2023 0:00
1577,3,Project Payment,Revenue,57935,inflow,2/28/2023 0:00,2/28/2023 0:00
1578,3,Sponsorship Fee,Marketing,33615,outflow,3/2/2023 0:00,3/2/2023 0:00
1579,3,Factory Rent,Rent,16431,outflow,3/4/2023 0:00,3/4/2023 0:00
1580,2,Wholesale Goods,Inventory,13992,outflow,3/6/2023 0:00,3/6/2023 0:00
1581,2,Sewage Charges,Utilities,14338,outflow,3/6/2023 0:00,3/6/2023 0:00
1582,3,Shipping Cost,Miscellaneous,9492,outflow,3/7/2023 0:00,3/7/2023 0:00
1583,4,Sewage Charges,Utilities,14410,outflow,3/8/2023 0:00,3/8/2023 0:00
1584,4,Customer Payment,Revenue,15652,inflow,3/9/2023 0:00,3/9/2023 0:00
1585,3,Cleaning Supplies,Supplies,39754,outflow,3/9/2023 0:00,3/9/2023 0:00
1586,1,Driver Salary,Salaries,9963,outflow,3/10/2023 0:00,3/10/2023 0:00
1587,1,Water Bill,Utilities,1518,outflow,3/10/2023 0:00,3/10/2023 0:00
1588,3,Bulk Product Order,Inventory,12818,outflow,3/11/2023 0:00,3/11/2023 0:00
1589,2,Certification Cost,Miscellaneous,3554,outflow,3/12/2023 0:00,3/12/2023 0:00
1590,2,Parking Space Rental,Rent,24234,outflow,3/13/2023 0:00,3/13/2023 0:00
1591,3,Advance Payment,Revenue,42879,inflow,3/13/2023 0:00,3/13/2023 0:00
1592,3,Supervisor Wages,Salaries,4389,outflow,3/13/2023 0:00,3/13/2023 0:00
1593,4,Donation,Miscellaneous,17436,outflow,3/14/2023 0:00,3/14/2023 0:00
1594,3,Bulk Product Order,Inventory,73980,outflow,3/15/2023 0:00,3/15/2023 0:00
1595,4,Sponsorship Fee,Marketing,29964,outflow,3/15/2023 0:00,3/15/2023 0:00
1596,4,Courier Service,Miscellaneous,15932,outflow,3/15/2023 0:00,3/15/2023 0:00
1597,1,Cleaning Staff Pay,Salaries,54998,outflow,3/16/2023 0:00,3/16/2023 0:00
1598,2,Stock Purchase,Inventory,34639,outflow,3/16/2023 0:00,3/16/2023 0:00
1599,1,Manager Salary,Salaries,25743,outflow,3/17/2023 0:00,3/17/2023 0:00
1600,3,Sewage Charges,Utilities,6851,outflow,3/18/2023 0:00,3/18/2023 0:00
1601,2,Accommodation,Miscellaneous,9391,outflow,3/18/2023 0:00,3/18/2023 0:00
1602,4,Product Launch Event,Marketing,6572,outflow,3/20/2023 0:00,3/20/2023 0:00
1603,4,Promotional Flyers,Marketing,10056,outflow,3/21/2023 0:00,3/21/2023 0:00
1604,2,Refund Received,Revenue,85230,inflow,3/21/2023 0:00,3/21/2023 0:00
1605,3,Email Marketing,Marketing,35993,outflow,3/22/2023 0:00,3/22/2023 0:00
1606,2,Brand Campaign,Marketing,35688,outflow,3/24/2023 0:00,3/24/2023 0:00
1607,3,Supervisor Wages,Salaries,54730,outflow,3/24/2023 0:00,3/24/2023 0:00
1608,4,Part-time Staff,Salaries,57401,outflow,3/25/2023 0:00,3/25/2023 0:00
1609,3,Marketing Materials,Marketing,31237,outflow,3/26/2023 0:00,3/26/2023 0:00
1610,4,Legal Fees,Miscellaneous,14266,outflow,3/27/2023 0:00,3/27/2023 0:00
1611,1,Warehouse Lease,Rent,6000,outflow,3/27/2023 0:00,3/27/2023 0:00
1612,3,Email Marketing,Marketing,36152,outflow,3/28/2023 0:00,3/28/2023 0:00
1613,2,Sales Team Salary,Salaries,7459,outflow,3/30/2023 0:00,3/30/2023 0:00
1614,1,Goods Acquisition,Inventory,31835,outflow,3/30/2023 0:00,3/30/2023 0:00
1615,1,Factory Rent,Rent,9824,outflow,3/31/2023 0:00,3/31/2023 0:00
1616,3,Cleaning Staff Pay,Salaries,46577,outflow,3/31/2023 0:00,3/31/2023 0:00
1617,1,Cleaning Supplies,Supplies,21453,outflow,4/1/2023 0:00,4/1/2023 0:00
1618,2,Training Workshop,Miscellaneous,19759,outflow,4/2/2023 0:00,4/2/2023 0:00
1619,2,Freelancer Payment,Salaries,6606,outflow,4/2/2023 0:00,4/2/2023 0:00
1620,3,Goods Acquisition,Inventory,12325,outflow,4/3/2023 0:00,4/3/2023 0:00
1621,4,Wholesale Order,Revenue,26345,inflow,4/3/2023 0:00,4/3/2023 0:00
1622,2,Production Materials,Supplies,13534,outflow,4/6/2023 0:00,4/6/2023 0:00
1623,1,Consulting Revenue,Revenue,40692,inflow,4/7/2023 0:00,4/7/2023 0:00
1624,3,Maintenance Supplies,Supplies,42723,outflow,4/8/2023 0:00,4/8/2023 0:00
1625,4,Cleaning Supplies,Supplies,30782,outflow,4/8/2023 0:00,4/8/2023 0:00
1626,3,Telephone Bill,Utilities,13390,outflow,4/9/2023 0:00,4/9/2023 0:00
1627,4,Commission Earned,Revenue,14021,inflow,4/10/2023 0:00,4/10/2023 0:00
1628,1,License Renewal,Miscellaneous,14357,outflow,4/10/2023 0:00,4/10/2023 0:00
1629,3,Maintenance Supplies,Supplies,43924,outflow,4/10/2023 0:00,4/10/2023 0:00
1630,4,Commercial Space Rent,Rent,6321,outflow,4/11/2023 0:00,4/11/2023 0:00
1631,2,Building Rent,Rent,13212,outflow,4/11/2023 0:00,4/11/2023 0:00
1632,2,Influencer Partnership,Marketing,8745,outflow,4/11/2023 0:00,4/11/2023 0:00
1633,3,Goods Acquisition,Inventory,7722,outflow,4/11/2023 0:00,4/11/2023 0:00
1634,4,Client Invoice Payment,Revenue,79891,inflow,4/12/2023 0:00,4/12/2023 0:00
1635,3,Parking Space Rental,Rent,14217,outflow,4/12/2023 0:00,4/12/2023 0:00
1636,2,Property Lease,Rent,9147,outflow,4/12/2023 0:00,4/12/2023 0:00
1637,3,Consulting Revenue,Revenue,78110,inflow,4/14/2023 0:00,4/14/2023 0:00
1638,1,Kitchen Supplies,Supplies,46084,outflow,4/16/2023 0:00,4/16/2023 0:00
1639,3,Billboard Advertisement,Marketing,11347,outflow,4/16/2023 0:00,4/16/2023 0:00
1640,2,Supplier Payment,Inventory,65478,outflow,4/17/2023 0:00,4/17/2023 0:00
1641,2,Project Payment,Revenue,32831,inflow,4/17/2023 0:00,4/17/2023 0:00
1642,2,Email Marketing,Marketing,15550,outflow,4/17/2023 0:00,4/17/2023 0:00
1643,3,Certification Cost,Miscellaneous,1524,outflow,4/18/2023 0:00,4/18/2023 0:00
1644,2,Consulting Revenue,Revenue,88676,inflow,4/20/2023 0:00,4/20/2023 0:00
1645,2,Advance Payment,Revenue,79992,inflow,4/20/2023 0:00,4/20/2023 0:00
1646,2,Security Services,Miscellaneous,26312,outflow,4/21/2023 0:00,4/21/2023 0:00
1647,3,Monthly Payroll,Salaries,38753,outflow,4/23/2023 0:00,4/23/2023 0:00
1648,3,Energy Cost,Utilities,11886,outflow,4/23/2023 0:00,4/23/2023 0:00
1649,1,Utility Bills,Utilities,2279,outflow,4/24/2023 0:00,4/24/2023 0:00
1650,1,Utility Bills,Utilities,13004,outflow,4/25/2023 0:00,4/25/2023 0:00
1651,1,Gas Bill,Utilities,13149,outflow,4/26/2023 0:00,4/26/2023 0:00
1652,4,Shop Rent,Rent,17435,outflow,4/29/2023 0:00,4/29/2023 0:00
1653,2,Travel Expenses,Miscellaneous,11857,outflow,4/30/2023 0:00,4/30/2023 0:00
1654,2,Supervisor Wages,Salaries,4316,outflow,5/1/2023 0:00,5/1/2023 0:00
1655,1,Goods Acquisition,Inventory,41749,outflow,5/1/2023 0:00,5/1/2023 0:00
1656,4,Brand Campaign,Marketing,10381,outflow,5/3/2023 0:00,5/3/2023 0:00
1657,2,Freight Charges,Miscellaneous,15867,outflow,5/4/2023 0:00,5/4/2023 0:00
1658,1,Medical Supplies,Supplies,17704,outflow,5/4/2023 0:00,5/4/2023 0:00
1659,1,Email Marketing,Marketing,19584,outflow,5/5/2023 0:00,5/5/2023 0:00
1660,3,Property Lease,Rent,18228,outflow,5/6/2023 0:00,5/6/2023 0:00
1661,2,Training Workshop,Miscellaneous,1854,outflow,5/7/2023 0:00,5/7/2023 0:00
1662,4,PR Services,Marketing,34477,outflow,5/9/2023 0:00,5/9/2023 0:00
1663,3,Courier Service,Miscellaneous,9509,outflow,5/10/2023 0:00,5/10/2023 0:00
1664,1,Inventory Restock,Inventory,62987,outflow,5/10/2023 0:00,5/10/2023 0:00
1665,3,Donation,Miscellaneous,13556,outflow,5/11/2023 0:00,5/11/2023 0:00
1666,1,Bonus Payment,Salaries,56458,outflow,5/12/2023 0:00,5/12/2023 0:00
1667,2,Broadband Internet,Utilities,14175,outflow,5/12/2023 0:00,5/12/2023 0:00
1668,1,Safety Equipment,Supplies,15714,outflow,5/12/2023 0:00,5/12/2023 0:00
1669,2,Cleaning Supplies,Supplies,4211,outflow,5/13/2023 0:00,5/13/2023 0:00
1670,4,Software License,Miscellaneous,2615,outflow,5/13/2023 0:00,5/13/2023 0:00
1671,2,Cash Sale,Revenue,60165,inflow,5/15/2023 0:00,5/15/2023 0:00
1672,2,Goods Acquisition,Inventory,44686,outflow,5/17/2023 0:00,5/17/2023 0:00
1673,1,Advance Payment,Revenue,77415,inflow,5/17/2023 0:00,5/17/2023 0:00
1674,3,Worker Payment,Salaries,59649,outflow,5/18/2023 0:00,5/18/2023 0:00
1675,3,Cleaning Staff Pay,Salaries,12346,outflow,5/20/2023 0:00,5/20/2023 0:00
1676,2,Supervisor Wages,Salaries,14462,outflow,5/21/2023 0:00,5/21/2023 0:00
1677,1,Showroom Rent,Rent,24920,outflow,5/21/2023 0:00,5/21/2023 0:00
1678,3,Bank Transfer In,Revenue,4696,inflow,5/22/2023 0:00,5/22/2023 0:00
1679,2,Parking Space Rental,Rent,21988,outflow,5/23/2023 0:00,5/23/2023 0:00
1680,1,Merchandise Purchase,Inventory,46076,outflow,5/25/2023 0:00,5/25/2023 0:00
1681,1,Parking Space Rental,Rent,7046,outflow,5/26/2023 0:00,5/26/2023 0:00
1682,1,Penalty Fee,Miscellaneous,1752,outflow,5/26/2023 0:00,5/26/2023 0:00
1683,2,Billboard Advertisement,Marketing,31282,outflow,5/26/2023 0:00,5/26/2023 0:00
1684,1,Monthly Office Lease,Rent,21143,outflow,5/26/2023 0:00,5/26/2023 0:00
1685,2,Cash Sale,Revenue,56895,inflow,5/27/2023 0:00,5/27/2023 0:00
1686,1,Online Order,Revenue,66043,inflow,5/27/2023 0:00,5/27/2023 0:00
1687,3,Safety Equipment,Supplies,19411,outflow,5/27/2023 0:00,5/27/2023 0:00
1688,4,Influencer Partnership,Marketing,11005,outflow,5/28/2023 0:00,5/28/2023 0:00
1689,1,Safety Equipment,Supplies,33480,outflow,5/28/2023 0:00,5/28/2023 0:00
1690,3,Stock Replenishment,Supplies,8599,outflow,5/28/2023 0:00,5/28/2023 0:00
1691,2,Contractor Fee,Salaries,41789,outflow,5/29/2023 0:00,5/29/2023 0:00
1692,2,Retail Space Lease,Rent,16319,outflow,5/29/2023 0:00,5/29/2023 0:00
1693,2,Bank Transfer In,Revenue,84892,inflow,5/30/2023 0:00,5/30/2023 0:00
1694,1,Shop Rent,Rent,5755,outflow,5/30/2023 0:00,5/30/2023 0:00
1695,1,Water Bill,Utilities,6908,outflow,6/1/2023 0:00,6/1/2023 0:00
1696,4,Vendor Purchase,Inventory,55422,outflow,6/1/2023 0:00,6/1/2023 0:00
1697,3,Internet Service,Utilities,1670,outflow,6/4/2023 0:00,6/4/2023 0:00
1698,1,Merchandise Purchase,Inventory,47347,outflow,6/5/2023 0:00,6/5/2023 0:00
1699,2,Inventory Purchase,Supplies,19490,outflow,6/5/2023 0:00,6/5/2023 0:00
1700,3,Sewage Charges,Utilities,4085,outflow,6/6/2023 0:00,6/6/2023 0:00
1701,4,Security Staff Wages,Salaries,3137,outflow,6/7/2023 0:00,6/7/2023 0:00
1702,1,Telephone Bill,Utilities,12203,outflow,6/7/2023 0:00,6/7/2023 0:00
1703,4,Overtime Pay,Salaries,43906,outflow,6/7/2023 0:00,6/7/2023 0:00
1704,3,Cleaning Staff Pay,Salaries,27710,outflow,6/8/2023 0:00,6/8/2023 0:00
1705,2,Parking Space Rental,Rent,13765,outflow,6/8/2023 0:00,6/8/2023 0:00
1706,3,Client Invoice Payment,Revenue,56188,inflow,6/8/2023 0:00,6/8/2023 0:00
1707,1,Software License,Miscellaneous,10853,outflow,6/9/2023 0:00,6/9/2023 0:00
1708,3,Accounting Services,Miscellaneous,23995,outflow,6/9/2023 0:00,6/9/2023 0:00
1709,3,License Renewal,Miscellaneous,18816,outflow,6/10/2023 0:00,6/10/2023 0:00
1710,3,Cleaning Staff Pay,Salaries,59343,outflow,6/11/2023 0:00,6/11/2023 0:00
1711,2,Water Bill,Utilities,14694,outflow,6/11/2023 0:00,6/11/2023 0:00
1712,4,Merchandise Purchase,Inventory,66435,outflow,6/11/2023 0:00,6/11/2023 0:00
1713,3,Billboard Advertisement,Marketing,6093,outflow,6/13/2023 0:00,6/13/2023 0:00
1714,1,Heating Bill,Utilities,4978,outflow,6/14/2023 0:00,6/14/2023 0:00
1715,1,Software License,Miscellaneous,23302,outflow,6/17/2023 0:00,6/17/2023 0:00
1716,3,Electricity Bill,Utilities,10257,outflow,6/17/2023 0:00,6/17/2023 0:00
1717,2,Goods Acquisition,Inventory,58015,outflow,6/17/2023 0:00,6/17/2023 0:00
1718,1,Influencer Partnership,Marketing,23042,outflow,6/17/2023 0:00,6/17/2023 0:00
1719,3,Electricity Bill,Utilities,13979,outflow,6/18/2023 0:00,6/18/2023 0:00
1720,3,Certification Cost,Miscellaneous,14164,outflow,6/18/2023 0:00,6/18/2023 0:00
1721,1,Inventory Restock,Inventory,25965,outflow,6/18/2023 0:00,6/18/2023 0:00
1722,2,Power Bill Payment,Utilities,4444,outflow,6/20/2023 0:00,6/20/2023 0:00
1723,4,Bank Charges,Miscellaneous,18286,outflow,6/20/2023 0:00,6/20/2023 0:00
1724,3,Freelancer Payment,Salaries,49374,outflow,6/20/2023 0:00,6/20/2023 0:00
1725,2,Warehouse Lease,Rent,24462,outflow,6/21/2023 0:00,6/21/2023 0:00
1726,4,Showroom Rent,Rent,14035,outflow,6/21/2023 0:00,6/21/2023 0:00
1727,2,Permit Fee,Miscellaneous,9491,outflow,6/21/2023 0:00,6/21/2023 0:00
1728,3,Content Marketing,Marketing,29930,outflow,6/23/2023 0:00,6/23/2023 0:00
1729,3,Product Launch Event,Marketing,6372,outflow,6/24/2023 0:00,6/24/2023 0:00
1730,3,B2B Sale,Revenue,82691,inflow,6/24/2023 0:00,6/24/2023 0:00
1731,2,Energy Cost,Utilities,6510,outflow,6/24/2023 0:00,6/24/2023 0:00
1732,4,Employee Salary,Salaries,9359,outflow,6/24/2023 0:00,6/24/2023 0:00
1733,2,Project Payment,Revenue,54486,inflow,6/25/2023 0:00,6/25/2023 0:00
1734,1,Accommodation,Miscellaneous,10984,outflow,6/26/2023 0:00,6/26/2023 0:00
1735,1,Refund Received,Revenue,35931,inflow,6/27/2023 0:00,6/27/2023 0:00
1736,2,Warehouse Lease,Rent,5396,outflow,6/28/2023 0:00,6/28/2023 0:00
1737,3,Store Rental Fee,Rent,18205,outflow,6/28/2023 0:00,6/28/2023 0:00
1738,1,Retail Inventory,Inventory,53360,outflow,6/28/2023 0:00,6/28/2023 0:00
1739,4,Bulk Product Order,Inventory,75792,outflow,6/29/2023 0:00,6/29/2023 0:00
1740,3,DSTV Subscription,Utilities,1498,outflow,6/29/2023 0:00,6/29/2023 0:00
1741,1,Manager Salary,Salaries,6830,outflow,6/30/2023 0:00,6/30/2023 0:00
1742,2,Driver Salary,Salaries,46824,outflow,7/1/2023 0:00,7/1/2023 0:00
1743,1,Safety Equipment,Supplies,4587,outflow,7/2/2023 0:00,7/2/2023 0:00
1744,4,Travel Expenses,Miscellaneous,11424,outflow,7/3/2023 0:00,7/3/2023 0:00
1745,4,Bank Charges,Miscellaneous,22425,outflow,7/3/2023 0:00,7/3/2023 0:00
1746,4,Project Payment,Revenue,14052,inflow,7/3/2023 0:00,7/3/2023 0:00
1747,4,Office Rent Payment,Rent,8975,outflow,7/4/2023 0:00,7/4/2023 0:00
1748,3,Inventory Restock,Inventory,75785,outflow,7/4/2023 0:00,7/4/2023 0:00
1749,1,Online Order,Revenue,29638,inflow,7/5/2023 0:00,7/5/2023 0:00
1750,4,Service Payment,Revenue,89709,inflow,7/6/2023 0:00,7/6/2023 0:00
1751,2,Staff Wages,Salaries,34801,outflow,7/6/2023 0:00,7/6/2023 0:00
1752,3,SEO Services,Marketing,10300,outflow,7/6/2023 0:00,7/6/2023 0:00
1753,4,Influencer Partnership,Marketing,34610,outflow,7/9/2023 0:00,7/9/2023 0:00
1754,3,Staff Wages,Salaries,51591,outflow,7/11/2023 0:00,7/11/2023 0:00
1755,3,Fuel Cost,Miscellaneous,25422,outflow,7/11/2023 0:00,7/11/2023 0:00
1756,4,Shop Rent,Rent,22465,outflow,7/12/2023 0:00,7/12/2023 0:00
1757,2,Maintenance Supplies,Supplies,33110,outflow,7/13/2023 0:00,7/13/2023 0:00
1758,4,Banner Design,Marketing,28284,outflow,7/14/2023 0:00,7/14/2023 0:00
1759,3,Courier Service,Miscellaneous,19032,outflow,7/15/2023 0:00,7/15/2023 0:00
1760,1,Sales Revenue,Revenue,55282,inflow,7/15/2023 0:00,7/15/2023 0:00
1761,4,Consumables,Supplies,14296,outflow,7/15/2023 0:00,7/15/2023 0:00
1762,1,Safety Equipment,Supplies,19406,outflow,7/17/2023 0:00,7/17/2023 0:00
1763,1,Retail Inventory,Inventory,6638,outflow,7/17/2023 0:00,7/17/2023 0:00
1764,4,Cash Sale,Revenue,50187,inflow,7/17/2023 0:00,7/17/2023 0:00
1765,4,Power Bill Payment,Utilities,14328,outflow,7/17/2023 0:00,7/17/2023 0:00
1766,3,Merchandise Purchase,Inventory,75262,outflow,7/18/2023 0:00,7/18/2023 0:00
1767,3,Email Marketing,Marketing,24032,outflow,7/18/2023 0:00,7/18/2023 0:00
